zip,city,state_id,lat,lng,population,sales_potential,sales_potential_norm,territory,sales_rep
90077,Los Angeles,CA,34.10536,-118.45591,8386.0,7619.013192182357,0.06810766544554372,2,Sales Rep 2
90094,Playa Vista,CA,33.97523,-118.41837,11764.0,13310.90722306532,0.11901411963417956,2,Sales Rep 2
90201,Bell Gardens,CA,33.97113,-118.1709,92763.0,87447.80353763097,0.7820704758221086,2,Sales Rep 2
90210,Beverly Hills,CA,34.10251,-118.41505,19004.0,17338.751768839596,0.15503785492086714,2,Sales Rep 2
90211,Beverly Hills,CA,34.06498,-118.38293,9120.0,9275.75531136129,0.0829250296365778,2,Sales Rep 2
90212,Beverly Hills,CA,34.06208,-118.40173,10728.0,9187.134034211702,0.08213242967584837,2,Sales Rep 2
90220,Compton,CA,33.88058,-118.23591,48354.0,54198.97312295234,0.48470372002043816,2,Sales Rep 2
90221,Compton,CA,33.88542,-118.20614,50659.0,42037.864423269406,0.3759387079621595,2,Sales Rep 2
90222,Compton,CA,33.91213,-118.23721,32340.0,38638.36941186429,0.34553472712140143,2,Sales Rep 2
90230,Culver City,CA,33.99691,-118.39487,31009.0,34385.81522044802,0.3075012616430497,2,Sales Rep 2
90232,Culver City,CA,34.01859,-118.39157,16554.0,14559.015756846677,0.13017679756750888,2,Sales Rep 2
90240,Downey,CA,33.9564,-118.11803,24853.0,19937.29647074916,0.17827839596171308,2,Sales Rep 2
90241,Downey,CA,33.94076,-118.1295,45319.0,51037.55859045785,0.45642905376760334,2,Sales Rep 2
90242,Downey,CA,33.92216,-118.14167,40767.0,44140.18133465433,0.3947411485836355,2,Sales Rep 2
90245,El Segundo,CA,33.91709,-118.40161,16769.0,18305.088480351726,0.1636804570614692,2,Sales Rep 2
90247,Gardena,CA,33.89159,-118.29735,47053.0,52158.63344904552,0.4664555837101982,2,Sales Rep 2
90248,Gardena,CA,33.87689,-118.28362,11235.0,9320.756664893002,0.08332750714750105,2,Sales Rep 2
90249,Gardena,CA,33.90152,-118.31707,26290.0,24801.625601371572,0.22178337808241208,2,Sales Rep 2
90250,Hawthorne,CA,33.91383,-118.34996,93826.0,79409.41215160194,0.7101777103168216,2,Sales Rep 2
90254,Hermosa Beach,CA,33.86532,-118.39616,19063.0,21831.736242986575,0.1952216508704088,2,Sales Rep 2
90255,Huntington Park,CA,33.97697,-118.21725,69349.0,72769.24071894573,0.6507901705968026,2,Sales Rep 2
90260,Lawndale,CA,33.88768,-118.34952,32075.0,29905.42165885949,0.26743007473188296,2,Sales Rep 2
90262,Lynwood,CA,33.92384,-118.20133,64235.0,53021.0682522491,0.47416892088087587,2,Sales Rep 2
90265,Malibu,CA,34.07282,-118.84995,15918.0,14714.486638827964,0.13156727871285437,2,Sales Rep 2
90266,Manhattan Beach,CA,33.88968,-118.39705,34210.0,31817.808578614007,0.2845338431072629,2,Sales Rep 2
90270,Maywood,CA,33.98856,-118.18774,24218.0,26442.240970796498,0.23645650985395456,2,Sales Rep 2
90272,Pacific Palisades,CA,34.08066,-118.54459,21390.0,22566.941724915203,0.20179709025525408,2,Sales Rep 2
90274,Palos Verdes Peninsula,CA,33.77732,-118.3684,25059.0,28940.265646488067,0.2587980323814651,2,Sales Rep 2
90275,Rancho Palos Verdes,CA,33.7555,-118.36338,40945.0,40489.936044302405,0.3620945385725637,2,Sales Rep 2
90277,Redondo Beach,CA,33.83099,-118.38441,34844.0,29542.056762189677,0.26418025694439146,2,Sales Rep 2
90278,Redondo Beach,CA,33.87362,-118.37028,42423.0,46041.59344334444,0.41174676180826114,2,Sales Rep 2
90280,South Gate,CA,33.94453,-118.19256,91365.0,100895.65038675313,0.9023436565676102,2,Sales Rep 2
90290,Topanga,CA,34.09725,-118.6125,6315.0,6469.786201060548,0.05782935196000422,2,Sales Rep 2
90291,Venice,CA,33.99447,-118.46315,26324.0,29177.176018049544,0.2609168819087526,2,Sales Rep 2
90292,Marina Del Rey,CA,33.97865,-118.44707,23982.0,23922.482396804327,0.21392060638889016,2,Sales Rep 2
90293,Playa Del Rey,CA,33.95071,-118.43745,12655.0,12770.073582331654,0.11417707895733291,2,Sales Rep 2
90301,Inglewood,CA,33.95647,-118.35863,36060.0,35014.85164880372,0.31312715944601793,2,Sales Rep 2
90302,Inglewood,CA,33.97472,-118.35565,29003.0,23497.292373183598,0.21011784471738448,2,Sales Rep 2
90303,Inglewood,CA,33.93601,-118.33112,22727.0,19162.419384510733,0.17134814661441436,2,Sales Rep 2
90304,Inglewood,CA,33.93736,-118.35879,25430.0,20663.697676805463,0.18477509275860313,2,Sales Rep 2
90305,Inglewood,CA,33.9583,-118.33113,14708.0,15510.529731547073,0.13868682995745105,2,Sales Rep 2
90401,Santa Monica,CA,34.01584,-118.49251,8101.0,7499.439121079729,0.06703823373446348,2,Sales Rep 2
90402,Santa Monica,CA,34.03598,-118.50391,11337.0,11375.866370293694,0.10170774182913164,2,Sales Rep 2
90403,Santa Monica,CA,34.03164,-118.48975,23867.0,27757.955613277627,0.24822383489714284,2,Sales Rep 2
90404,Santa Monica,CA,34.02665,-118.47381,22978.0,20673.69473655314,0.18486450321868989,2,Sales Rep 2
90405,Santa Monica,CA,34.01208,-118.4679,27298.0,26319.453213210647,0.23535833597324726,2,Sales Rep 2
90501,Torrance,CA,33.8336,-118.31419,41787.0,46058.48617051935,0.4118978448813796,2,Sales Rep 2
90502,Torrance,CA,33.83497,-118.29291,18467.0,16463.686288853518,0.1472115530734911,2,Sales Rep 2
90503,Torrance,CA,33.84089,-118.3538,43454.0,36101.234000680146,0.32284341086023494,2,Sales Rep 2
90504,Torrance,CA,33.86693,-118.33135,33084.0,30301.65482727964,0.27097385568190696,2,Sales Rep 2
90505,Torrance,CA,33.80904,-118.34775,35148.0,30385.042321761503,0.27171964638790286,2,Sales Rep 2
90601,Whittier,CA,34.0078,-118.03287,30078.0,35247.77839486397,0.31521038071881186,2,Sales Rep 2
90602,Whittier,CA,33.97317,-118.02341,25905.0,29097.74337304649,0.26020646209383863,2,Sales Rep 2
90603,Whittier,CA,33.94487,-117.99239,21118.0,22244.88821199485,0.19891674808570287,2,Sales Rep 2
90604,Whittier,CA,33.93012,-118.01226,39276.0,45111.79445608512,0.40343094122327844,2,Sales Rep 2
90605,Whittier,CA,33.95209,-118.02085,39387.0,44171.29283713016,0.3950193997715411,2,Sales Rep 2
90606,Whittier,CA,33.97742,-118.0661,32057.0,28037.95055108386,0.2507280188115211,2,Sales Rep 2
90620,Buena Park,CA,33.84616,-118.01176,46608.0,53926.55592064836,0.4822673089147429,2,Sales Rep 2
90621,Buena Park,CA,33.87396,-117.99346,35984.0,36550.276493237114,0.3268595012779541,2,Sales Rep 2
90623,La Palma,CA,33.85038,-118.04088,15545.0,17456.662884810143,0.156092413700584,2,Sales Rep 2
90630,Cypress,CA,33.81814,-118.03814,49318.0,57131.772291850735,0.5109337246069494,2,Sales Rep 2
90631,La Habra,CA,33.94266,-117.95126,68309.0,63336.19974874122,0.5664241115303886,2,Sales Rep 2
90638,La Mirada,CA,33.90236,-118.00907,45933.0,38768.40601973191,0.34669773236804546,2,Sales Rep 2
90640,Montebello,CA,34.01506,-118.111,61382.0,54702.04645885978,0.4892030447775303,2,Sales Rep 2
90650,Norwalk,CA,33.90703,-118.08249,99900.0,96987.2272335052,0.8673879874843341,2,Sales Rep 2
90660,Pico Rivera,CA,33.98868,-118.09111,60272.0,67938.9543886722,0.6075896562414923,2,Sales Rep 2
90670,Santa Fe Springs,CA,33.93279,-118.0626,17851.0,20426.760656683593,0.18265600489523426,2,Sales Rep 2
90680,Stanton,CA,33.80115,-117.99532,31991.0,25681.76224312933,0.22965503475596943,2,Sales Rep 2
90701,Artesia,CA,33.8676,-118.08055,15889.0,15957.305556261976,0.14268264803312788,2,Sales Rep 2
90703,Cerritos,CA,33.86797,-118.06874,48108.0,46518.723415792585,0.4160140575366548,2,Sales Rep 2
90704,Avalon,CA,33.3765,-118.43678,3421.0,3040.7323278481476,0.027161006245919956,2,Sales Rep 2
90706,Bellflower,CA,33.88802,-118.12709,76819.0,65138.37506128247,0.5825421830352335,2,Sales Rep 2
90710,Harbor City,CA,33.79806,-118.29918,26761.0,25022.767840772995,0.22376120254965967,2,Sales Rep 2
90712,Lakewood,CA,33.849,-118.14677,30800.0,36256.64755220224,0.324233379260547,2,Sales Rep 2
90713,Lakewood,CA,33.84797,-118.11268,28221.0,26225.243977823095,0.23451575912635209,2,Sales Rep 2
90715,Lakewood,CA,33.84037,-118.07887,20182.0,20333.692931209844,0.18182363734278792,2,Sales Rep 2
90716,Hawaiian Gardens,CA,33.8305,-118.07295,13599.0,14703.34192880621,0.13146760404092797,2,Sales Rep 2
90717,Lomita,CA,33.79345,-118.31706,21482.0,20310.196447324797,0.18161349241141742,2,Sales Rep 2
90720,Los Alamitos,CA,33.79573,-118.06342,23805.0,28297.308991668986,0.253047636587686,2,Sales Rep 2
90723,Paramount,CA,33.89768,-118.16508,52050.0,61678.15268069475,0.5515950762999108,2,Sales Rep 2
90731,San Pedro,CA,33.7334,-118.27398,61944.0,55793.761013042546,0.4989669856798086,2,Sales Rep 2
90732,San Pedro,CA,33.74319,-118.31048,23067.0,23041.61251416786,0.206042391846722,2,Sales Rep 2
90740,Seal Beach,CA,33.75461,-118.07129,24254.0,22322.201010518373,0.19960820868122317,2,Sales Rep 2
90742,Sunset Beach,CA,33.71834,-118.07174,405.0,370.1441600891498,0.0032761318120143636,2,Sales Rep 2
90743,Surfside,CA,33.72963,-118.08594,468.0,381.30523654476855,0.0033759528600171983,2,Sales Rep 2
90744,Wilmington,CA,33.77821,-118.26087,52800.0,55113.99873365542,0.4928874123168773,2,Sales Rep 2
90745,Carson,CA,33.82117,-118.26458,57397.0,57458.507158506785,0.5138559352860326,2,Sales Rep 2
90746,Carson,CA,33.85855,-118.25518,27091.0,22230.644340045386,0.19878935551463076,2,Sales Rep 2
90755,Signal Hill,CA,33.80274,-118.16747,11521.0,10500.914365788,0.09388245486964923,2,Sales Rep 2
90802,Long Beach,CA,33.75035,-118.21143,40434.0,47037.129133270275,0.4206505101418364,2,Sales Rep 2
90803,Long Beach,CA,33.76162,-118.12178,31526.0,28241.77126606679,0.25255092518217326,2,Sales Rep 2
90804,Long Beach,CA,33.78223,-118.14917,38076.0,32667.606859898166,0.29213416332423336,2,Sales Rep 2
90805,Long Beach,CA,33.86494,-118.18051,92402.0,92012.16558206694,0.8228926496107839,2,Sales Rep 2
90806,Long Beach,CA,33.80819,-118.17797,41664.0,49757.656208025626,0.44498202196348097,2,Sales Rep 2
90807,Long Beach,CA,33.83098,-118.18113,33101.0,29685.70861692087,0.2654650325432182,2,Sales Rep 2
90808,Long Beach,CA,33.82406,-118.11236,39317.0,42024.141326942765,0.3758159730393573,2,Sales Rep 2
90810,Long Beach,CA,33.81912,-118.22096,35833.0,39582.846270429574,0.35398182182694393,2,Sales Rep 2
90813,Long Beach,CA,33.78237,-118.19656,51241.0,45863.51415668582,0.41015407842395263,2,Sales Rep 2
90814,Long Beach,CA,33.7716,-118.14351,19471.0,21248.440209528606,0.1900048403246519,2,Sales Rep 2
90815,Long Beach,CA,33.79572,-118.11592,43023.0,40747.65348759217,0.3643994798011353,2,Sales Rep 2
91001,Altadena,CA,34.19522,-118.13866,35475.0,37352.41973612289,0.3340336102872102,2,Sales Rep 2
91006,Arcadia,CA,34.1352,-118.02667,31582.0,33268.854130100226,0.29751152390939445,2,Sales Rep 2
91007,Arcadia,CA,34.12842,-118.04818,33029.0,33501.64081612208,0.29959349253062995,2,Sales Rep 2
91008,Duarte,CA,34.15363,-117.96862,743.0,621.2341196601702,0.005521798975664235,2,Sales Rep 2
91010,Duarte,CA,34.14114,-117.95918,27589.0,31289.264220324596,0.279806713786876,2,Sales Rep 2
91011,La Canada Flintridge,CA,34.21757,-118.20346,19935.0,18505.90023808462,0.16547645229435715,2,Sales Rep 2
91016,Monrovia,CA,34.15246,-118.00065,41140.0,35981.348607140004,0.3217711947822432,2,Sales Rep 2
91020,Montrose,CA,34.21144,-118.23065,7532.0,6148.447346476193,0.05495540146282858,2,Sales Rep 2
91024,Sierra Madre,CA,34.17177,-118.04654,10940.0,11337.747519391745,0.10136681918956127,2,Sales Rep 2
91030,South Pasadena,CA,34.11029,-118.15748,26068.0,27919.499113801845,0.24966862757323421,2,Sales Rep 2
91040,Sunland,CA,34.25861,-118.33468,20821.0,16794.950074442757,0.1501742689346711,2,Sales Rep 2
91042,Tujunga,CA,34.30687,-118.25701,26928.0,27058.256749553217,0.2419659551898318,2,Sales Rep 2
91046,Verdugo City,CA,34.2117,-118.24092,115.0,102.41880565910515,0.0008816830720199629,2,Sales Rep 2
91101,Pasadena,CA,34.14671,-118.13895,21165.0,22394.0328436064,0.20025064929950262,2,Sales Rep 2
91103,Pasadena,CA,34.16738,-118.16446,25142.0,21867.1683032174,0.19553854372561005,2,Sales Rep 2
91104,Pasadena,CA,34.16766,-118.12341,35937.0,38681.691797675325,0.3459221884895622,2,Sales Rep 2
91105,Pasadena,CA,34.14045,-118.16716,12531.0,11963.272249796813,0.10696130950499054,2,Sales Rep 2
91106,Pasadena,CA,34.13861,-118.12825,23910.0,28086.885612278125,0.25116567812797846,2,Sales Rep 2
91107,Pasadena,CA,34.15919,-118.08688,32316.0,27630.450732408768,0.24708347259567337,2,Sales Rep 2
91108,San Marino,CA,34.12232,-118.11363,12401.0,11612.625527749702,0.10382523894650236,2,Sales Rep 2
91201,Glendale,CA,34.17041,-118.28902,22394.0,18931.650413864703,0.1692842237851047,2,Sales Rep 2
91202,Glendale,CA,34.18221,-118.26761,22504.0,26326.922074296308,0.23542513504445897,2,Sales Rep 2
91203,Glendale,CA,34.15287,-118.26355,16856.0,19400.172856235928,0.1734745365561277,2,Sales Rep 2
91204,Glendale,CA,34.13554,-118.26093,17857.0,16128.025458443813,0.14420951146950847,2,Sales Rep 2
91205,Glendale,CA,34.13679,-118.24339,34254.0,36446.037405141906,0.3259272206813737,2,Sales Rep 2
91206,Glendale,CA,34.16076,-118.21311,31961.0,36016.49549625243,0.3220855371594496,2,Sales Rep 2
91207,Glendale,CA,34.16872,-118.24477,10438.0,10668.474428590074,0.09538105772743215,2,Sales Rep 2
91208,Glendale,CA,34.19333,-118.23839,15969.0,16158.396034306827,0.14448113605008997,2,Sales Rep 2
91210,Glendale,CA,34.14468,-118.25809,312.0,279.7831659043764,0.00246797238635598,2,Sales Rep 2
91214,La Crescenta,CA,34.23759,-118.24778,30817.0,25801.25919818976,0.23072377676617892,2,Sales Rep 2
91301,Agoura Hills,CA,34.12314,-118.75685,23879.0,27673.046033666993,0.24746443115540548,2,Sales Rep 2
91302,Calabasas,CA,34.12295,-118.67193,25569.0,29664.315721443676,0.26527370142432116,2,Sales Rep 2
91303,Canoga Park,CA,34.19784,-118.6017,29805.0,31391.8355736119,0.2807240787042226,2,Sales Rep 2
91304,Canoga Park,CA,34.22472,-118.63261,52474.0,49095.29970219581,0.4390581201941186,2,Sales Rep 2
91306,Winnetka,CA,34.20926,-118.5755,47176.0,44330.52435677076,0.3964435148404426,2,Sales Rep 2
91307,West Hills,CA,34.20177,-118.66226,26580.0,28982.360777748385,0.25917451758295357,2,Sales Rep 2
91311,Chatsworth,CA,34.29011,-118.60776,40898.0,47394.4061646162,0.42384588003631807,2,Sales Rep 2
91316,Encino,CA,34.15836,-118.51658,29491.0,34057.22629520103,0.3045624688652466,2,Sales Rep 2
91320,Newbury Park,CA,34.17339,-118.94795,43472.0,48338.699891809054,0.43229133687425964,2,Sales Rep 2
91321,Newhall,CA,34.36479,-118.4922,31989.0,33806.380131531805,0.30231898213307334,2,Sales Rep 2
91324,Northridge,CA,34.23855,-118.55015,30699.0,25592.405114153204,0.22885585357515859,2,Sales Rep 2
91325,Northridge,CA,34.23636,-118.51777,35062.0,30316.410389434142,0.271105824644219,2,Sales Rep 2
91326,Porter Ranch,CA,34.28022,-118.5566,38428.0,44554.256142687445,0.398444499371868,2,Sales Rep 2
91331,Pacoima,CA,34.25602,-118.41939,97608.0,101763.3310621013,0.9101039111173815,2,Sales Rep 2
91335,Reseda,CA,34.20107,-118.5407,74526.0,59894.967787512374,0.5356468489467437,2,Sales Rep 2
91340,San Fernando,CA,34.28668,-118.43479,33424.0,28095.833939501703,0.25124570906449983,2,Sales Rep 2
91342,Sylmar,CA,34.31778,-118.39207,93301.0,99402.95142382028,0.888993441162743,2,Sales Rep 2
91343,North Hills,CA,34.23837,-118.48076,60783.0,48749.463300369884,0.4359650715795816,2,Sales Rep 2
91344,Granada Hills,CA,34.28991,-118.5047,52890.0,45714.05513578861,0.4088173654143462,2,Sales Rep 2
91345,Mission Hills,CA,34.26591,-118.45948,18714.0,19078.801653682516,0.17060029674920807,2,Sales Rep 2
91350,Santa Clarita,CA,34.43028,-118.50283,43973.0,47348.28301125632,0.4234333695115594,2,Sales Rep 2
91351,Canyon Country,CA,34.43269,-118.46276,33155.0,35170.310223523484,0.3145175305192079,2,Sales Rep 2
91352,Sun Valley,CA,34.23183,-118.36596,46899.0,41726.402537756316,0.37315309387300916,2,Sales Rep 2
91354,Valencia,CA,34.46039,-118.5528,33957.0,36838.98792771931,0.32944164271162435,2,Sales Rep 2
91355,Valencia,CA,34.42379,-118.58437,29123.0,26062.162070067723,0.2330572074349292,2,Sales Rep 2
91356,Tarzana,CA,34.15504,-118.54757,30942.0,28781.006984177628,0.25737367455732757,2,Sales Rep 2
91360,Thousand Oaks,CA,34.21475,-118.87735,42236.0,46400.324394625946,0.414955135091104,2,Sales Rep 2
91361,Westlake Village,CA,34.14016,-118.88398,18802.0,19927.35910715429,0.1781895194046561,2,Sales Rep 2
91362,Thousand Oaks,CA,34.19244,-118.81949,35996.0,41024.25835365937,0.3668733440133647,2,Sales Rep 2
91364,Woodland Hills,CA,34.1548,-118.59492,27748.0,29497.377014219972,0.26378065576931004,2,Sales Rep 2
91367,Woodland Hills,CA,34.17708,-118.61518,45889.0,47142.84539938458,0.42159600213953385,2,Sales Rep 2
91377,Oak Park,CA,34.1847,-118.76652,13757.0,11521.073512404428,0.10300642741386241,2,Sales Rep 2
91381,Stevenson Ranch,CA,34.3753,-118.60744,22582.0,21387.10330587525,0.19124499808646633,2,Sales Rep 2
91384,Castaic,CA,34.51604,-118.67289,26478.0,23991.21131659069,0.21453529555695186,2,Sales Rep 2
91387,Canyon Country,CA,34.39708,-118.3707,46869.0,42069.42023821371,0.37622093293668135,2,Sales Rep 2
91390,Santa Clarita,CA,34.53159,-118.40668,19308.0,22961.155116464088,0.20532280697600566,2,Sales Rep 2
91401,Van Nuys,CA,34.17801,-118.43183,39231.0,37553.44673456067,0.3358315305631547,2,Sales Rep 2
91402,Panorama City,CA,34.22413,-118.4448,65754.0,76065.45167564637,0.6802704123498856,2,Sales Rep 2
91403,Sherman Oaks,CA,34.14716,-118.46311,25793.0,27145.98343213896,0.2427505541869216,2,Sales Rep 2
91405,Van Nuys,CA,34.20153,-118.44863,56033.0,62640.66470853967,0.5602034717102339,2,Sales Rep 2
91406,Van Nuys,CA,34.19791,-118.48987,51953.0,52007.80195923762,0.4651065957837806,2,Sales Rep 2
91411,Van Nuys,CA,34.17853,-118.45956,23185.0,23898.206626024854,0.2137034917682781,2,Sales Rep 2
91423,Sherman Oaks,CA,34.14924,-118.43239,32328.0,32231.244802310495,0.2882314826042974,2,Sales Rep 2
91436,Encino,CA,34.15219,-118.49053,15969.0,14022.33410885879,0.1253768909671854,2,Sales Rep 2
91501,Burbank,CA,34.19469,-118.29431,19016.0,20708.059769525116,0.1851718529281516,2,Sales Rep 2
91502,Burbank,CA,34.17684,-118.30936,11652.0,10630.22382686434,0.09503895675122392,2,Sales Rep 2
91504,Burbank,CA,34.21349,-118.31478,27010.0,21870.709701325428,0.1955702168417243,2,Sales Rep 2
91505,Burbank,CA,34.17583,-118.34692,31744.0,33591.14902451085,0.3003940249167086,2,Sales Rep 2
91506,Burbank,CA,34.17134,-118.32384,18612.0,16208.153586049599,0.14492615145525892,2,Sales Rep 2
91601,North Hollywood,CA,34.16827,-118.37222,36992.0,43509.3775809532,0.3890994443959656,2,Sales Rep 2
91602,North Hollywood,CA,34.15078,-118.36633,20957.0,24762.192475297285,0.2214307009919526,2,Sales Rep 2
91604,Studio City,CA,34.13985,-118.39435,32469.0,37857.092754427096,0.33854724208484194,2,Sales Rep 2
91605,North Hollywood,CA,34.20699,-118.40067,49868.0,47278.0296257354,0.4228050460163902,2,Sales Rep 2
91606,North Hollywood,CA,34.18655,-118.38867,43559.0,35116.509903752376,0.3140363579079643,2,Sales Rep 2
91607,Valley Village,CA,34.16633,-118.39982,31890.0,37353.63158436902,0.3340444486648909,2,Sales Rep 2
91608,Universal City,CA,34.13839,-118.35272,38.0,36.90839905442318,0.0002957792420108827,2,Sales Rep 2
